CPU_Name,Price,cpuValue,TDP,powerPerf,Benchmark,Brand,Power_Category,Usage,Power_Category 1,
Intel Xeon E5-2637 V2 @ 3.50Ghz,9509.1664,48.96,130,48.03,6244,Intel,0,Gaming or High-end,Basic,
Intel Core I5-8365U @ 1.60Ghz,40198.4499,11.57,15,415.95,6239,Intel,2,Gaming or High-end,Mid,
Intel Xeon D-1622 @ 2.60Ghz,12676.9,36.5,40,155.12,6205,Intel,0,Gaming or High-end,Basic,
Intel Xeon W-2104 @ 3.20Ghz,19015.35,24.32,120,51.69,6202,Intel,0,Gaming or High-end,Basic,
Intel Xeon E3-1230 V2 @ 3.30Ghz,4621.1029,99.93,69,89.75,6192,Intel,0,Gaming or High-end,Basic,
Intel Core I7-3770S @ 3.10Ghz,8500.98,54.2,65,95.05,6178,Intel,0,Gaming or High-end,Basic,
Intel Xeon E3-1240L V5 @ 2.10Ghz,20730.46,22.21,25,246.93,6173,Intel,0,Gaming or High-end,Basic,
Intel Core I3-8100 @ 3.60Ghz,12676.1543,36.26,65,94.82,6163,Intel,0,Gaming or High-end,Basic,
Intel Core I3-9300T @ 3.20Ghz,10663.51,43.09,35,176.07,6162,Intel,0,Gaming or High-end,Basic,
Intel Core I3-8300 @ 3.70Ghz,19813.249,23.1,62,98.97,6136,Intel,0,Gaming or High-end,Basic,
Intel Xeon E5-2630 @ 2.30Ghz,3653.93,125.12,95,64.54,6131,Intel,0,Gaming or High-end,Basic,
Amd Fx-8370 Eight-Core,16330.0843,27.98,125,49.02,6128,AMD,0,Gaming or High-end,Basic,
Intel Core I5-6600 @ 3.30Ghz,8873.83,51.32,65,93.96,6107,Intel,0,Gaming or High-end,Basic,
Intel Xeon X5660 @ 2.80Ghz,5393.6481,84.43,95,64.28,6107,Intel,0,Gaming or High-end,Basic,
Intel Core I5-8265U @ 1.60Ghz,37276.0516,12.21,15,406.87,6103,Intel,2,Gaming or High-end,Mid,
Intel Xeon X5670 @ 2.93Ghz,4768.0058,95.25,95,64.11,6090,Intel,0,Gaming or High-end,Basic,
Intel Core I3-8100B @ 3.60Ghz,9917.81,45.72,65,93.55,6081,Intel,0,Gaming or High-end,Basic,
Intel Xeon E3-1268L V5 @ 2.40Ghz,34044.1878,13.32,35,173.69,6079,Intel,0,Gaming or High-end,Basic,
Intel Core I5-7600T @ 2.80Ghz,22221.86,20.38,35,173.5,6073,Intel,0,Gaming or High-end,Basic,
Intel Xeon E5-2658 @ 2.10Ghz,100721.699,4.5,95,63.92,6073,Intel,0,Gaming or High-end,Basic,
Amd Opteron 6344,28262.03,16.01,115,52.77,6069,AMD,0,Gaming or High-end,Basic,
Intel Core I5-7500 @ 3.40Ghz,12377.8743,36.53,65,93.3,6064,Intel,0,Gaming or High-end,Basic,
Intel Xeon E-2104G @ 3.20Ghz,38030.7,11.88,65,93.19,6057,Intel,0,Gaming or High-end,Basic,
Intel Core I7-4900Mq @ 2.80Ghz,41460.92,10.88,47,128.75,6051,Intel,0,Gaming or High-end,Basic,
Intel Core I7-4810Mq @ 2.80Ghz,13418.8715,33.53,47,128.37,6034,Intel,0,Gaming or High-end,Basic,
Intel Xeon E3-1265L V3 @ 2.50Ghz,52195.2715,8.55,45,133.05,5987,Intel,0,Gaming or High-end,Basic,
Amd Fx-9370 Eight-Core,18866.21,23.66,220,27.21,5985,AMD,0,Gaming or High-end,Basic,
Amd Fx-8350 Eight-Core,9171.3643,48.53,125,47.75,5969,AMD,0,Gaming or High-end,Basic,
Intel Core I7-3840Qm @ 2.80Ghz,40929.2359,10.87,45,132.57,5966,Intel,0,Gaming or High-end,Basic,
Intel Xeon E3-1225 V5 @ 3.30Ghz,29753.43,14.94,80,74.51,5961,Intel,0,Gaming or High-end,Basic,
Intel Xeon E5-2650L @ 1.80Ghz,3653.93,120.99,70,84.69,5929,Intel,0,Gaming or High-end,Basic,
Intel Xeon E5-2440 @ 2.40Ghz,12676.9,34.71,95,62.11,5900,Intel,0,Gaming or High-end,Basic,
Amd Opteron 6378,127508.7344,3.44,115,51.21,5889,AMD,0,Gaming or High-end,Basic,
Intel Xeon E5-1620 @ 3.60Ghz,13415.8887,32.64,130,45.16,5871,Intel,0,Gaming or High-end,Basic,
Intel Xeon E5-2430 @ 2.20Ghz,5145.33,84.97,95,61.72,5863,Intel,0,Gaming or High-end,Basic,
Intel Xeon E5-1410 V2 @ 2.80Ghz,1431.744,304.26,80,73.02,5842,Intel,0,Gaming or High-end,Basic,
Intel Core I7-4800Mq @ 2.70Ghz,17896.0543,24.29,47,124.02,5829,Intel,0,Gaming or High-end,Basic,
Intel Core I3-8300T @ 3.20Ghz,11852.9015,36.66,25,233.07,5827,Intel,0,Gaming or High-end,Basic,
Intel Core I7-4710Mq @ 2.50Ghz,20250.9749,21.36,47,123.4,5800,Intel,0,Gaming or High-end,Basic,
Intel Core I3-1115G4E @ 3.00Ghz,21252.45,20.27,15,385.06,5776,Intel,2,Gaming or High-end,Mid,
Amd Opteron 4274 He,5741.1443,75.02,65,88.86,5776,AMD,0,Gaming or High-end,Basic,
Intel Xeon E5-2450L @ 1.80Ghz,4847.05,88.76,70,82.42,5769,Intel,0,Gaming or High-end,Basic,
Intel Xeon X5650 @ 2.67Ghz,4325.06,99.32,95,60.64,5761,Intel,0,Gaming or High-end,Basic,
Intel Core I7-3820Qm @ 2.70Ghz,40938.93,10.48,45,127.89,5755,Intel,0,Gaming or High-end,Basic,
Intel Xeon Bronze 3106 @ 1.70Ghz,24929.4967,17.21,85,67.7,5754,Intel,0,Gaming or High-end,Basic,
Intel Core I7-3820 @ 3.60Ghz,8797.0229,48.77,130,44.26,5754,Intel,0,Gaming or High-end,Basic,
Intel Core I7-4770T @ 2.50Ghz,57418.9,7.46,45,127.73,5748,Intel,0,Gaming or High-end,Basic,
Intel Xeon E3-1220 V6 @ 3.00Ghz,31071.8276,13.75,72,79.57,5729,Intel,0,Gaming or High-end,Basic,
Intel Core I5-7440Eq @ 2.90Ghz,18642.5,22.84,45,126.91,5711,Intel,0,Gaming or High-end,Basic,
Intel Core I7-3740Qm @ 2.70Ghz,16257.7514,26.18,45,126.85,5708,Intel,0,Gaming or High-end,Basic,
Intel Xeon E3-1220 V5 @ 3.00Ghz,14527.7274,29.29,80,71.34,5707,Intel,0,Gaming or High-end,Basic,
Intel Core I7-3920Xm @ 2.90Ghz,81728.72,5.2,55,103.63,5700,Intel,0,Gaming or High-end,Basic,
Intel Xeon E3-1205 V6 @ 3.00Ghz,14392.01,29.44,65,87.41,5682,Intel,0,Gaming or High-end,Basic,
Intel Core I7-3940Xm @ 3.00Ghz,12303.3043,34.37,55,103.1,5671,Intel,0,Gaming or High-end,Basic,
Intel Core I5-6600T @ 2.70Ghz,9096.0486,46.36,35,161.56,5655,Intel,0,Gaming or High-end,Basic,
Intel Core I5-6500 @ 3.20Ghz,9619.53,43.84,65,87,5655,Intel,0,Gaming or High-end,Basic,
Intel Core I7-3720Qm @ 2.60Ghz,14613.4829,28.83,45,125.57,5651,Intel,0,Gaming or High-end,Basic,
Amd Opteron 6238,7733.6547,54.24,115,48.91,5625,AMD,0,Gaming or High-end,Basic,
Intel Core I5-4690K @ 3.50Ghz,5219.1543,80.34,88,63.9,5623,Intel,0,Gaming or High-end,Basic,
Intel Core I7-2700K @ 3.50Ghz,13422.6,31.13,95,58.99,5604,Intel,0,Gaming or High-end,Basic,
Intel Core I7-3770T @ 2.50Ghz,11676.9163,35.59,45,123.84,5573,Intel,0,Gaming or High-end,Basic,
Intel Core I5-4690 @ 3.50Ghz,8864.8816,46.87,84,66.33,5572,Intel,0,Gaming or High-end,Basic,
Amd Opteron 6376,153241.35,2.71,115,48.45,5572,AMD,0,Gaming or High-end,Basic,
Intel Core I7-4700Hq @ 2.40Ghz,28560.31,14.52,47,118.3,5560,Intel,0,Gaming or High-end,Basic,
Intel Core I5-8365Ue @ 1.60Ghz,22147.29,18.71,15,370.36,5555,Intel,2,Gaming or High-end,Mid,
Intel Core I5-5675C @ 3.10Ghz,19264.4138,21.48,65,85.36,5548,Intel,0,Gaming or High-end,Basic,
Intel Core I5-4670K @ 3.40Ghz,11549.4016,35.82,84,66.04,5547,Intel,0,Gaming or High-end,Basic,
Intel Xeon E5-2643 @ 3.30Ghz,12117.625,33.99,130,42.48,5523,Intel,0,Gaming or High-end,Basic,
Intel Xeon E3-1226 V3 @ 3.30Ghz,20857.229,19.74,84,65.71,5520,Intel,0,Gaming or High-end,Basic,
Intel Core I7-4710Hq @ 2.50Ghz,28187.46,14.6,47,117.4,5518,Intel,0,Gaming or High-end,Basic,
Intel Xeon E3-1280 @ 3.50Ghz,26696.06,15.39,95,58,5510,Intel,0,Gaming or High-end,Basic,
Intel Core I7-2600K @ 3.40Ghz,5964.8543,68.76,95,57.89,5500,Intel,0,Gaming or High-end,Basic,
Intel Core I5-7400 @ 3.00Ghz,13049.75,31.42,65,84.6,5499,Intel,0,Gaming or High-end,Basic,
Intel Core I5-4670 @ 3.40Ghz,7457,54.4,84,64.77,5440,Intel,0,Gaming or High-end,Basic,
Intel Core I3-9100T @ 3.10Ghz,9097.54,44.42,35,154.82,5419,Intel,0,Gaming or High-end,Basic,
Intel Core I5-6402P @ 2.80Ghz,10430.8516,38.7,65,83.29,5414,Intel,0,Gaming or High-end,Basic,
Amd Fx-8320 Eight-Core,6143.0766,65.66,125,43.27,5409,AMD,0,Gaming or High-end,Basic,
Intel Xeon E3-1240 @ 3.30Ghz,10514.37,38.28,80,67.47,5398,Intel,0,Gaming or High-end,Basic,
Intel Xeon E3-1270 @ 3.40Ghz,5963.3629,67.35,80,67.32,5386,Intel,0,Gaming or High-end,Basic,
Intel Core I5-4690S @ 3.20Ghz,10325.7079,38.85,65,82.77,5380,Intel,0,Gaming or High-end,Basic,
Intel Xeon E3-1275 @ 3.40Ghz,55852.93,7.17,95,56.54,5372,Intel,0,Gaming or High-end,Basic,
Intel Xeon E3-1245 @ 3.30Ghz,18269.65,21.9,95,56.49,5366,Intel,0,Gaming or High-end,Basic,
Intel Xeon E5-2609 V4 @ 1.70Ghz,23485.8215,16.99,85,62.96,5351,Intel,0,Gaming or High-end,Basic,
Intel Core I5-4590 @ 3.30Ghz,4325.06,92.14,84,63.62,5344,Intel,0,Gaming or High-end,Basic,
Intel Core I7-2600 @ 3.40Ghz,6636.73,60.04,95,56.25,5344,Intel,0,Gaming or High-end,Basic,
Intel Core I5-7500T @ 2.70Ghz,14092.2386,28.15,35,151.97,5319,Intel,0,Gaming or High-end,Basic,
Intel Core I7-4700Mq @ 2.40Ghz,14020.6514,28.29,47,113.17,5319,Intel,0,Gaming or High-end,Basic,
Intel Xeon E3-1240L V3 @ 2.00Ghz,66777.435,5.92,25,212.17,5304,Intel,0,Gaming or High-end,Basic,
Intel Core I3-8100T @ 3.10Ghz,19599.2331,20.13,35,151.18,5291,Intel,0,Gaming or High-end,Basic,
Amd Opteron 6274,66065.2915,5.97,115,45.97,5286,AMD,0,Gaming or High-end,Basic,
Intel Xeon X5687 @ 3.60Ghz,14164.5715,27.81,130,40.63,5282,Intel,0,Gaming or High-end,Basic,
Intel Xeon E5-2620 @ 2.00Ghz,5641.2205,69.79,95,55.58,5280,Intel,0,Gaming or High-end,Basic,
Intel Xeon E5-2430L @ 2.00Ghz,2407.1196,163.36,60,87.89,5273,Intel,0,Gaming or High-end,Basic,
Intel Xeon E3-1225 V3 @ 3.20Ghz,6707.5715,58.52,84,62.67,5264,Intel,0,Gaming or High-end,Basic,
Amd Opteron 6328,25611.8122,15.27,115,45.62,5246,AMD,0,Gaming or High-end,Basic,
Intel Xeon E5-1607 V4 @ 3.10Ghz,13274.9514,29.46,140,37.46,5245,Intel,0,Gaming or High-end,Basic,
Amd Opteron 6272,43526.509,8.98,115,45.56,5240,AMD,0,Gaming or High-end,Basic,
Amd Fx-8370E Eight-Core,1874.6898,208.22,95,55.1,5235,AMD,0,Gaming or High-end,Basic,
Intel Core I5-4670R @ 3.00Ghz,20581.32,18.96,65,80.5,5233,Intel,0,Gaming or High-end,Basic,
Amd Fx-8300 Eight-Core,5122.2133,76.03,95,54.97,5223,AMD,0,Gaming or High-end,Basic,
Intel Core I5-4570 @ 3.20Ghz,7456.2543,52,84,61.9,5199,Intel,0,Gaming or High-end,Basic,
Intel Core I5-6400 @ 2.70Ghz,9693.3543,39.72,65,79.43,5163,Intel,0,Gaming or High-end,Basic,
Intel Xeon E5649 @ 2.53Ghz,5417.5105,71.02,80,64.5,5160,Intel,0,Gaming or High-end,Basic,
Amd Fx-8150 Eight-Core,4677.7761,82.22,125,41.26,5158,AMD,0,Gaming or High-end,Basic,
Intel Xeon E3-1220 V3 @ 3.10Ghz,24235.25,15.86,80,64.42,5154,Intel,0,Gaming or High-end,Basic,
Intel Xeon E5-2420 @ 1.90Ghz,12676.9,30.29,95,54.2,5149,Intel,0,Gaming or High-end,Basic,
Amd Fx-8310 Eight-Core,61978.8555,6.19,95,54.15,5145,AMD,0,Gaming or High-end,Basic,
Intel Core I7-3630Qm @ 2.40Ghz,32061.3715,11.93,45,114.03,5131,Intel,0,Gaming or High-end,Basic,
Intel Core I3-1005G1 @ 1.20Ghz,20954.17,18.25,15,341.84,5128,Intel,2,Gaming or High-end,Mid,
Intel Xeon X5672 @ 3.20Ghz,3354.9043,113.73,95,53.86,5117,Intel,0,Gaming or High-end,Basic,
Intel Xeon X5677 @ 3.47Ghz,8202.7,46.47,130,39.32,5112,Intel,0,Gaming or High-end,Basic,
Intel Core I7-3610Qm @ 2.30Ghz,29827.2543,12.75,45,113.32,5100,Intel,0,Gaming or High-end,Basic,
Intel Core I7-4702Mq @ 2.20Ghz,26252.3685,14.47,37,137.71,5095,Intel,0,Gaming or High-end,Basic,
Intel Core I5-4590S @ 3.00Ghz,19388.2,19.6,65,78.39,5095,Intel,0,Gaming or High-end,Basic,
Intel Xeon W-2102 @ 2.90Ghz,21400.8443,17.69,120,42.31,5077,Intel,0,Gaming or High-end,Basic,
Intel Core I7-4765T @ 2.00Ghz,37206.7015,10.09,35,143.88,5036,Intel,0,Gaming or High-end,Basic,
Intel Core I7-8665Ue @ 1.70Ghz,30499.13,12.27,15,334.48,5017,Intel,0,Gaming or High-end,Basic,
Intel Core I7-10510Y @ 1.20Ghz,30051.71,12.45,7,716.63,5016,Intel,1,Gaming or High-end,Mid,High
Intel Xeon E3-1230 @ 3.20Ghz,20148.0683,18.53,80,62.58,5006,Intel,0,Gaming or High-end,Basic,
Intel Xeon E3-1290 @ 3.60Ghz,65994.45,5.64,95,52.5,4988,Intel,0,Work/Home,Basic,
Amd Fx-8320E Eight-Core,9843.24,37.67,95,52.34,4972,AMD,0,Work/Home,Basic,
Intel Xeon E5645 @ 2.40Ghz,3877.64,95.29,80,61.94,4955,Intel,0,Work/Home,Basic,
Intel Core I5-3570K @ 3.40Ghz,4894.7748,75.21,77,64.11,4936,Intel,0,Work/Home,Basic,
Intel Core I5-4670S @ 3.10Ghz,15883.41,23.09,65,75.67,4919,Intel,0,Work/Home,Basic,
Intel Core I5-4570S @ 2.90Ghz,12646.3263,28.97,65,75.59,4914,Intel,0,Work/Home,Basic,
Intel Core I5-3570 @ 3.40Ghz,12378.62,29.58,77,63.77,4910,Intel,0,Work/Home,Basic,
Amd Fx-8140 Eight-Core,11100.4902,32.65,95,51.15,4860,AMD,0,Work/Home,Basic,
Amd Opteron 6366 He,25651.3343,14.12,85,57.16,4858,AMD,0,Work/Home,Basic,
Intel Core I3-7320 @ 4.10Ghz,13213.0583,27.4,51,95.21,4856,Intel,0,Work/Home,Basic,
Intel Core I5-6500T @ 2.50Ghz,16518.7464,21.87,35,138.42,4845,Intel,0,Work/Home,Basic,
Intel Core I5-7442Eq @ 2.10Ghz,18642.5,19.34,25,193.35,4834,Intel,0,Work/Home,Basic,
Intel Core I5-4460 @ 3.20Ghz,5925.3322,60.84,84,57.55,4834,Intel,0,Work/Home,Basic,
Intel Core I3-7350K @ 4.20Ghz,18702.156,19.22,60,80.32,4819,Intel,0,Work/Home,Basic,
Intel Xeon Bronze 3204 @ 1.90Ghz,18716.3243,19.11,85,56.43,4796,Intel,0,Work/Home,Basic,
Intel Core I5-3550 @ 3.30Ghz,25004.0667,14.26,77,62.11,4783,Intel,0,Work/Home,Basic,
Intel Core I5-6500Te @ 2.30Ghz,17196.5877,20.71,35,136.47,4776,Intel,0,Work/Home,Basic,
Intel Xeon E3-1225 V2 @ 3.20Ghz,16792.4183,21.16,77,61.89,4766,Intel,0,Work/Home,Basic,
Intel Xeon E3-1230L V3 @ 1.80Ghz,33444.645,10.62,25,190.58,4764,Intel,0,Work/Home,Basic,
Amd Opteron 6220,1105.1274,320.68,115,41.33,4753,AMD,0,Work/Home,Basic,
Intel Pentium 6805 @ 1.10Ghz,12005.77,29.47,15,316.33,4745,Intel,0,Work/Home,Basic,
Intel Xeon E3-1235 @ 3.20Ghz,17449.38,20.19,95,49.73,4725,Intel,0,Work/Home,Basic,
Intel Core I5-4440 @ 3.10Ghz,5891.03,59.72,84,56.16,4718,Intel,0,Work/Home,Basic,
Intel Xeon E3-1265L V2 @ 2.50Ghz,11184.7543,31.41,45,104.68,4711,Intel,0,Work/Home,Basic,
Intel Core I5-7400T @ 2.40Ghz,13038.5645,26.94,35,134.57,4710,Intel,0,Work/Home,Basic,
Intel Core I3-7300 @ 4.00Ghz,22370.2543,15.68,51,92.23,4703,Intel,0,Work/Home,Basic,
Intel Xeon E5-2603 V4 @ 1.70Ghz,19253.2283,18.19,85,55.24,4695,Intel,0,Work/Home,Basic,
Intel Xeon E3-1220 V2 @ 3.10Ghz,6935.01,50.44,69,67.98,4691,Intel,0,Work/Home,Basic,
Intel Atom C3758 @ 2.20Ghz,14392.01,24.27,25,187.33,4683,Intel,0,Work/Home,Basic,
Intel Xeon E5-1410 @ 2.80Ghz,3354.9043,103.95,80,58.46,4677,Intel,0,Work/Home,Basic,
Amd Opteron 4284,1105.1274,314.79,95,49.11,4665,AMD,0,Work/Home,Basic,
Intel Core I5-3470 @ 3.20Ghz,7872.3549,44.11,77,60.48,4657,Intel,0,Work/Home,Basic,
Intel Core I5-4430 @ 3.00Ghz,11093.7789,31.23,84,55.31,4646,Intel,0,Work/Home,Basic,
Intel Core I7-3632Qm @ 2.20Ghz,6703.843,51.48,35,132.22,4628,Intel,0,Work/Home,Basic,
Intel Core I5-3570S @ 3.10Ghz,4988.733,69.07,65,71.08,4620,Intel,0,Work/Home,Basic,
Intel Core I7-2860Qm @ 2.50Ghz,13572.4857,25.31,45,102.37,4607,Intel,0,Work/Home,Basic,
Intel Core I5-6442Eq @ 1.90Ghz,18642.5,18.39,25,183.92,4598,Intel,0,Work/Home,Basic,
Intel Xeon L5640 @ 2.27Ghz,5417.5105,63.2,60,76.52,4591,Intel,0,Work/Home,Basic,
Intel Xeon Bronze 3104 @ 1.70Ghz,23880.2968,14.32,85,53.94,4585,Intel,0,Work/Home,Basic,
Amd Fx-8120 Eight-Core,3727.7543,91.57,125,36.62,4578,AMD,0,Work/Home,Basic,
Amd Athlon 240Ge,10290.66,32.98,35,130.03,4551,AMD,0,Work/Home,Basic,
Intel Xeon X5667 @ 3.07Ghz,1345.2428,252.25,95,47.9,4551,Intel,0,Work/Home,Basic,
Intel Core I5-3550S @ 3.00Ghz,23858.6715,14.18,65,69.79,4537,Intel,0,Work/Home,Basic,
Intel Core I7-2600S @ 2.80Ghz,21177.88,15.93,65,69.61,4524,Intel,0,Work/Home,Basic,
Amd Opteron 4280,7083.4043,47.41,95,47.41,4504,AMD,0,Work/Home,Basic,
Intel Core I5-4460S @ 2.90Ghz,49215.4543,6.82,65,69.28,4503,Intel,0,Work/Home,Basic,
Intel Core I3-9100Te @ 2.20Ghz,9097.54,36.89,35,128.59,4501,Intel,0,Work/Home,Basic,
Intel Core I5-3450 @ 3.10Ghz,17893.0715,18.74,77,58.41,4497,Intel,0,Work/Home,Basic,
Intel Pentium Gold G6605 @ 4.30Ghz,9265.3225,36.16,58,77.47,4493,Intel,0,Work/Home,Basic,
Amd Athlon 3000G,4100.6043,81.47,35,128.01,4480,AMD,0,Work/Home,Basic,
Amd Fx-6350 Six-Core,4595.7491,72.42,125,35.71,4463,AMD,0,Work/Home,Basic,
Intel Xeon X5647 @ 2.93Ghz,1486.1801,223.53,130,34.27,4455,Intel,0,Work/Home,Basic,
Amd Athlon 220Ge,9619.53,34.5,35,127.15,4450,AMD,0,Work/Home,Basic,
Intel Xeon E5-1603 V3 @ 2.80Ghz,960.4616,345.33,140,31.77,4448,Intel,0,Work/Home,Basic,
Intel Xeon E5-2609 V3 @ 1.90Ghz,5956.6516,55.37,80,55.28,4423,Intel,0,Work/Home,Basic,
Intel Core I7-2960Xm @ 2.70Ghz,29824.2715,11.06,55,80.41,4423,Intel,0,Work/Home,Basic,
Intel Pentium Gold G6600 @ 4.20Ghz,8005.0895,40.95,58,75.8,4396,Intel,0,Work/Home,Basic,
Intel Core I3-6300 @ 3.80Ghz,12191.4493,26.83,51,86,4386,Intel,0,Work/Home,Basic,
Amd Opteron 4386,17874.429,18.26,95,46.08,4378,AMD,0,Work/Home,Basic,
Intel Pentium Gold G6505 @ 4.20Ghz,5592.75,58.37,58,75.48,4378,Intel,0,Work/Home,Basic,
Intel Core I3-8121U @ 2.20Ghz,21625.3,15.09,15,291.73,4376,Intel,0,Work/Home,Basic,
Intel Core I3-6320 @ 3.90Ghz,10812.65,30.15,51,85.73,4372,Intel,0,Work/Home,Basic,
Intel Core I5-4670T @ 2.30Ghz,19315.1214,16.84,45,96.91,4361,Intel,0,Work/Home,Basic,
Intel Core I7-2760Qm @ 2.40Ghz,10292.1514,31.54,45,96.72,4353,Intel,0,Work/Home,Basic,
Intel Core I5-3470S @ 2.90Ghz,5145.33,63.09,65,66.97,4353,Intel,0,Work/Home,Basic,
Intel Core I7-2820Qm @ 2.30Ghz,18641.7543,17.39,45,96.61,4347,Intel,0,Work/Home,Basic,
Intel Core I7-2920Xm @ 2.50Ghz,8948.4,36.2,55,78.97,4344,Intel,0,Work/Home,Basic,
Intel Core I3-7100 @ 3.90Ghz,9544.2143,33.92,51,85.13,4342,Intel,0,Work/Home,Basic,
Intel Core I5-6400T @ 2.20Ghz,11930.4543,26.89,35,122.91,4302,Intel,0,Work/Home,Basic,
Intel Core I3-8109U @ 3.00Ghz,37284.2543,8.6,28,153.6,4301,Intel,0,Work/Home,Basic,
Intel Pentium Gold G6405 @ 4.10Ghz,4481.657,71.29,58,73.87,4285,Intel,0,Work/Home,Basic,
Intel Atom C3958 @ 2.00Ghz,33481.93,9.53,31,138.1,4281,Intel,0,Work/Home,Basic,
Intel Core I5-4440S @ 2.80Ghz,14019.16,22.75,65,65.79,4277,Intel,0,Work/Home,Basic,
Intel Core I5-3450S @ 2.80Ghz,7084.15,44.88,65,65.59,4264,Intel,0,Work/Home,Basic,
Intel Xeon E5-1607 V2 @ 3.00Ghz,17147.3715,18.52,130,32.76,4259,Intel,0,Work/Home,Basic,
Intel Core I7-7567U @ 3.50Ghz,54733.6343,5.8,28,152.01,4256,Intel,0,Work/Home,Basic,
Intel Core I5-6350Hq @ 2.30Ghz,22818.42,13.9,45,94.55,4255,Intel,0,Work/Home,Basic,
Intel Core I5-3350P @ 3.10Ghz,12304.05,25.68,69,61.4,4237,Intel,0,Work/Home,Basic,
Intel Core I3-6100 @ 3.70Ghz,9806.7007,31.76,51,81.9,4177,Intel,0,Work/Home,Basic,
Intel Core I5-3475S @ 2.90Ghz,10700.795,29.11,65,64.26,4177,Intel,0,Work/Home,Basic,
Intel Pentium J6426 @ 2.00Ghz,5965.6,52.17,10,417.34,4173,Intel,2,Work/Home,Mid,
Intel Core I3-6098P @ 3.60Ghz,24235.25,12.83,54,77.23,4170,Intel,0,Work/Home,Basic,
Intel Core I5-4430S @ 2.70Ghz,6859.6943,45.31,65,64.13,4168,Intel,0,Work/Home,Basic,
Intel Core I5-3340 @ 3.10Ghz,14541.15,21.36,77,54.09,4165,Intel,0,Work/Home,Basic,
Intel Pentium Gold G5600F @ 3.90Ghz,6934.2643,44.74,54,77.04,4160,Intel,0,Work/Home,Basic,
Intel Core I3-7300T @ 3.50Ghz,13541.1663,22.9,35,118.82,4159,Intel,0,Work/Home,Basic,
Amd Fx-6300 Six-Core,3533.1266,87.7,95,43.74,4155,AMD,0,Work/Home,Basic,
Intel Atom X6425E @ 2.00Ghz,4175.92,74.15,12,346.04,4153,Intel,2,Work/Home,Mid,
Intel Pentium Gold G6500 @ 4.10Ghz,7232.5443,42.76,58,71.5,4147,Intel,0,Work/Home,Basic,
Amd Athlon 200Ge,9238.4773,33.38,35,118.15,4135,AMD,0,Work/Home,Basic,
Amd Opteron 3380,60327.13,5.11,65,63.6,4134,AMD,0,Work/Home,Basic,
Intel Core I3-8145Ue @ 2.20Ghz,20954.17,14.71,15,275.56,4133,Intel,0,Work/Home,Basic,
Intel Pentium Gold G6400 @ 4.00Ghz,5565.1591,55.34,58,71.21,4130,Intel,0,Work/Home,Basic,
Intel Core I5-2550K @ 3.40Ghz,11078.1192,27.75,95,43.4,4123,Intel,0,Work/Home,Basic,
Intel Core I7-2720Qm @ 2.20Ghz,13418.8715,22.86,45,91.43,4114,Intel,0,Work/Home,Basic,
Intel Pentium Gold G5620 @ 4.00Ghz,11930.4543,25.64,54,75.97,4102,Intel,0,Work/Home,Basic,
Intel Core I5-3340S @ 2.80Ghz,7457,41.02,65,63.11,4102,Intel,0,Work/Home,Basic,
Intel Core I5-2500 @ 3.30Ghz,4389.9359,69.66,95,43.17,4101,Intel,0,Work/Home,Basic,
Intel Core I5-2500K @ 3.30Ghz,4399.63,69.44,95,43.13,4097,Intel,0,Work/Home,Basic,
Intel Core I5-3330 @ 3.00Ghz,5544.2795,55.01,77,53.11,4090,Intel,0,Work/Home,Basic,
Amd Opteron 6234,33630.3243,9.03,115,35.41,4072,AMD,0,Work/Home,Basic,
Intel Atom X6413E @ 1.50Ghz,3206.51,94.64,9,452.18,4070,Intel,2,Work/Home,Mid,
Intel Xeon E3-1260L @ 2.40Ghz,9321.25,32.33,45,89.81,4041,Intel,0,Work/Home,Basic,
Intel Core I3-6300T @ 3.30Ghz,10483.7963,28.74,35,115.43,4040,Intel,0,Work/Home,Basic,
Intel Xeon E5640 @ 2.67Ghz,5070.76,59.08,80,50.22,4018,Intel,0,Work/Home,Basic,
Amd Opteron 6212,4756.8203,62.81,115,34.84,4007,AMD,0,Work/Home,Basic,
Intel Core I3-10110U @ 2.10Ghz,32376.0569,9.22,15,267.01,4005,Intel,0,Work/Home,Basic,
Intel Pentium Gold G6500T @ 3.50Ghz,5592.75,53.4,35,114.42,4005,Intel,0,Work/Home,Basic,
Amd Fx-6200 Six-Core,22367.2715,13.34,125,32.01,4001,AMD,0,Work/Home,Basic,
Intel Core I5-4590T @ 2.00Ghz,15655.9715,18.97,35,113.78,3982,Intel,0,Work/Home,Basic,
Intel Core I5-2450P @ 3.20Ghz,13345.7929,22.21,95,41.83,3974,Intel,0,Work/Home,Basic,
Amd Opteron 4334,9690.3715,30.39,95,41.57,3949,AMD,0,Work/Home,Basic,
Intel Core I5-6287U @ 3.10Ghz,22669.28,12.91,28,140.19,3925,Intel,0,Work/Home,Basic,
Intel Core I3-7101Te @ 3.40Ghz,8724.69,33.43,35,111.75,3911,Intel,0,Work/Home,Basic,
Amd Opteron 4332 He,2758.3443,105.59,65,60.09,3906,AMD,0,Work/Home,Basic,
Intel Celeron J6412 @ 2.00Ghz,4026.78,72.29,10,390.38,3904,Intel,2,Work/Home,Mid,
Intel Core I5-7260U @ 2.20Ghz,35047.1543,8.29,15,259.67,3895,Intel,0,Work/Home,Basic,
Amd Pro A12-9800,12602.33,22.95,65,59.66,3878,AMD,0,Work/Home,Basic,
