,CPU_Name,Price,BenchMarl,cpuValue,TDP,powerPerf
2864,Intel Core2 Duo SP9400 @ 2.40GHz,21177.88,948,3.34,25,37.93
2865,Intel Core2 Duo E7200 @ 2.53GHz,3504.79,947,20.14,65,14.56
2868,AMD Athlon 64 FX-62 Dual Core,27963.75,943,2.51,125,7.54
2870,Intel Core2 Duo T9400 @ 2.53GHz,3351.9215,941,20.93,35,26.88
2871,Intel Core2 Duo P8800 @ 2.66GHz,4249.7443,940,16.49,25,37.59
2872,Intel Core2 Duo T9300 @ 2.50GHz,7080.4215,940,9.9,35,26.86
2874,Intel Xeon 3060 @ 2.40GHz,1714.3643,939,40.84,65,14.44
2876,Intel Core2 Duo T9550 @ 2.66GHz,22292.7015,937,3.13,35,26.77
2877,Intel Pentium E5400 @ 2.70GHz,6917.1132,936,10.09,65,14.4
2878,AMD Athlon II X2 240,1860.5215,935,37.46,65,14.38
2879,Intel Celeron E3500 @ 2.70GHz,1565.97,935,44.54,65,14.39
2880,AMD Phenom II P650 Dual-Core,2609.95,933,26.66,35,26.66
2883,Intel Xeon L3406 @ 2.27GHz,19775.2183,928,3.5,30,30.94
2884,AMD Athlon 64 X2 Dual Core 5600+,7994.6497,923,8.61,89,10.37
2885,AMD Turion II Ultra Dual-Core Mobile M600,1249.7932,923,55.1,35,26.38
2888,AMD Athlon 64 X2 Dual Core 6000+,2870.945,919,23.87,89,10.33
2889,Intel Celeron 3205U @ 1.50GHz,21404.5728,918,3.2,15,61.19
2892,Intel Xeon 5148 @ 2.33GHz,1491.4,912,45.62,40,22.81
2894,AMD Athlon 64 X2 Dual Core 5400+,3951.4643,910,17.16,65,13.99
2896,Intel Pentium B960 @ 2.20GHz,2884.3676,910,23.53,35,26
2898,AMD Opteron 2220 SE,1864.25,909,36.35,119,7.64
2901,Intel Atom x5-Z8350 @ 1.44GHz,1565.97,909,43.29,4,227.26
2903,Intel Core2 Duo T8300 @ 2.40GHz,8124.4015,906,8.32,35,25.9
2904,Intel Pentium E5300 @ 2.60GHz,4436.1693,906,15.22,65,13.93
2907,Intel Core2 Duo E6600 @ 2.40GHz,2616.6613,901,25.68,65,13.86
2911,Intel Pentium G620T @ 2.20GHz,1490.6543,896,44.84,35,25.61
2920,AMD Turion II P540 Dual-Core,3724.7715,884,17.7,35,25.26
2923,AMD Sempron X2 190,6222.1208,879,10.53,45,19.53
2929,Intel Core2 Duo E6550 @ 2.33GHz,991.781,875,65.78,65,13.46
2930,AMD Athlon 5200 Dual-Core,6636.73,869,9.77,75,11.59
2931,Intel Core2 Duo P7550 @ 2.26GHz,17150.3543,868,3.78,25,34.74
2933,Intel Pentium E5200 @ 2.50GHz,3724.0258,867,17.35,65,13.33
2934,Intel Xeon 3065 @ 2.33GHz,1558.513,867,41.49,65,13.34
2936,AMD Turion 64 X2 Mobile TL-68,6711.3,861,9.56,35,24.59
2937,Intel Celeron E3200 @ 2.40GHz,1490.6543,860,43.02,65,13.23
2938,AMD Athlon 7550 Dual-Core,1114.8215,859,57.47,95,9.04
2939,Intel Xeon 5140 @ 2.33GHz,2758.3443,857,23.16,65,13.18
2942,AMD Turion II N530 Dual-Core,2237.1,855,28.51,35,24.44
2943,Intel Core2 Duo P8600 @ 2.40GHz,3667.3526,853,17.35,25,34.13
2946,Intel Pentium P6100 @ 2.00GHz,2120.7708,850,29.89,35,24.29
2949,Intel Pentium P6200 @ 2.13GHz,1860.5215,847,33.94,35,24.2
2955,Intel Xeon 3050 @ 2.13GHz,11778.3315,841,5.32,65,12.93
2957,Intel Xeon 5150 @ 2.66GHz,2310.9243,840,27.11,65,12.92
2958,AMD Opteron 275,7453.2715,839,8.4,95,8.83
2959,Intel Xeon E5205 @ 1.86GHz,1064.1139,838,58.75,65,12.9
2960,Intel Xeon E5502 @ 1.87GHz,5965.6,837,10.46,80,10.46
2961,Intel Celeron E3300 @ 2.50GHz,4830.6446,837,12.92,65,12.87
2964,AMD Athlon Dual Core 5000B,7084.15,835,8.79,65,12.84
2965,AMD Athlon 5000 Dual-Core,8198.9715,835,7.59,65,12.84
2970,Intel Pentium B940 @ 2.00GHz,2232.6258,832,27.78,35,23.77
2972,AMD Turion II Dual-Core Mobile M520,5152.787,830,12.01,35,23.71
2973,Intel Core2 Duo E4600 @ 2.40GHz,11778.3315,829,5.25,65,12.76
2974,Intel Celeron E3400 @ 2.60GHz,1117.8043,829,55.32,65,12.76
2975,Intel Core2 Duo P8400 @ 2.26GHz,22148.0357,827,2.79,25,33.09
2977,AMD Sempron X2 180,5175.158,826,11.9,45,18.35
2978,Intel Core2 Duo T7700 @ 2.40GHz,9690.3715,825,6.35,35,23.56
2980,Intel Core2 Duo T7500 @ 2.20GHz,3205.7643,823,19.14,35,23.51
2981,Intel Core2 Extreme X6800 @ 2.93GHz,19659.6348,823,3.12,75,10.98
2985,Intel Atom x5-Z8300 @ 1.44GHz,9917.0643,819,6.16,4,204.66
2991,AMD Athlon 64 X2 Dual Core 5200+,4474.2,812,13.54,65,12.5
2992,Intel Celeron B830 @ 1.80GHz,3727.7543,812,16.25,35,23.21
2993,Intel Core2 Duo E4700 @ 2.60GHz,2012.6443,811,30.04,65,12.47
3000,Intel Xeon E5503 @ 2.00GHz,9708.2683,804,6.18,80,10.05
3005,Intel Celeron 1007U @ 1.50GHz,13794.7043,798,4.31,17,46.93
3006,AMD Athlon 64 X2 Dual Core 5800+,2233.3715,797,26.6,89,8.95
3010,Intel Xeon 5130 @ 2.00GHz,3653.1843,795,16.22,65,12.23
3013,Intel Pentium E2220 @ 2.40GHz,4101.35,793,14.42,65,12.21
3014,Intel Pentium T4500 @ 2.30GHz,2233.3715,793,26.48,35,22.66
3015,AMD Turion X2 Ultra Dual-Core Mobile ZM-84,3724.7715,793,15.87,35,22.65
3021,Intel Xeon 3040 @ 1.86GHz,1867.2328,789,31.52,65,12.14
3022,Intel Celeron B820 @ 1.70GHz,2184.1553,789,26.94,35,22.54
3025,AMD Opteron 1216,4090.1645,781,14.23,103,7.58
3027,Intel Celeron B810 @ 1.60GHz,5961.8715,775,9.69,35,22.13
3029,Intel Core2 Duo E6400 @ 2.13GHz,2232.6258,772,25.79,65,11.88
3031,Intel Pentium T4300 @ 2.10GHz,7378.7015,771,7.79,35,22.02
3032,Intel Core2 Duo T7600 @ 2.33GHz,7453.2715,770,7.71,34,22.66
3038,AMD Opteron 280,20933.2904,765,2.72,95,8.05
3040,Intel Xeon 5120 @ 1.86GHz,109946.008,763,0.52,65,11.73
3042,Intel Pentium T4400 @ 2.20GHz,8198.9715,762,6.93,35,21.77
3043,AMD Opteron 270,18638.7715,761,3.04,95,8.01
3044,Intel Core2 Duo T6600 @ 2.20GHz,2980.5629,761,19.03,35,21.73
3047,AMD Athlon 64 X2 Dual Core 5000+,24719.2093,760,2.29,65,11.69
3053,Intel Atom Z3775 @ 1.46GHz,37285,754,1.51,4,188.38
3056,Intel Pentium E2200 @ 2.20GHz,4026.78,752,13.93,65,11.57
3058,AMD Athlon Dual Core 5050e,4474.2,748,12.46,45,16.61
3061,Intel Core2 Duo P7450 @ 2.13GHz,2982.0543,747,18.68,25,29.88
3063,AMD Opteron 180,8944.6715,746,6.22,110,6.78
3064,Intel Core2 Duo SL9400 @ 1.86GHz,18866.21,743,2.94,17,43.7
3070,Intel Core2 Duo T8100 @ 2.10GHz,74569.2543,739,0.74,35,21.13
3071,AMD Turion 64 X2 Mobile TL-62,2162.53,738,25.44,35,21.08
3072,Intel Atom Z3770 @ 1.46GHz,11143.7408,738,4.94,4,184.46
3076,AMD Athlon Dual Core 4850e,2908.23,735,18.85,45,16.33
3082,AMD Turion X2 Ultra Dual-Core Mobile ZM-85,3355.65,730,16.22,35,20.86
3086,Intel Core2 Duo P7350 @ 2.00GHz,1490.6543,727,36.38,25,29.09
3087,AMD A4-3305M APU,1551.8017,727,34.91,35,20.76
3090,Intel Core2 Duo T7200 @ 2.00GHz,4610.6631,723,11.69,34,21.27
3091,AMD Athlon 64 X2 Dual Core 4800+,11181.7715,722,4.82,65,11.11
3093,Intel Core2 Duo E4500 @ 2.20GHz,820.27,718,65.32,65,11.05
3094,Intel Core2 Duo T6570 @ 2.10GHz,2870.945,718,18.65,35,20.52
3095,AMD Athlon 64 X2 Dual Core 4600+,26095.7715,716,2.05,65,11.02
3096,Intel Pentium T4200 @ 2.00GHz,7378.7015,715,7.23,35,20.43
3097,Intel Core2 Duo E6420 @ 2.13GHz,2982.0543,714,17.86,65,10.99
3100,AMD Athlon II P360 Dual-Core,1487.6715,711,35.65,25,28.45
3103,Intel Core2 Duo T6400 @ 2.00GHz,1117.8043,708,47.24,35,20.23
3110,Intel Core2 Duo T7400 @ 2.16GHz,11181.7715,702,4.68,34,20.65
3114,AMD Athlon Dual Core 4450e,1079.7736,698,48.22,45,15.52
3115,AMD Opteron 1214,6439.1195,696,8.07,103,6.76
3116,Intel Core2 Duo T6500 @ 2.10GHz,1117.8043,696,46.44,35,19.89
3117,AMD Athlon II Dual-Core M320,2237.1,696,23.19,35,19.87
3119,AMD Turion X2 Ultra Dual-Core Mobile ZM-86,4548.77,695,11.39,35,19.84
3120,Intel Core2 Duo T7300 @ 2.00GHz,4026.0343,693,12.84,35,19.8
3122,AMD Athlon 64 X2 Dual Core 4400+,22292.7015,691,2.31,65,10.63
3123,Intel Celeron G470 @ 2.00GHz,2621.1355,691,19.67,35,19.75
3127,AMD Turion X2 Ultra Dual-Core Mobile ZM-87,2979.0715,689,17.25,35,19.69
3128,Intel Core2 Duo T7250 @ 2.00GHz,15024.3636,688,3.41,35,19.65
3130,AMD Athlon Dual Core 4450B,2311.67,684,22.05,45,15.19
3132,AMD A4-3300M APU,2236.3543,683,22.79,65,10.51
3138,AMD Athlon II X2 270u,5046.1519,675,9.98,25,27.02
3139,AMD Turion 64 X2 Mobile TL-64,2937.3123,675,17.14,35,19.29
3140,AMD Athlon II P320 Dual-Core,1487.6715,674,33.78,25,26.96
3141,AMD Athlon II P340 Dual-Core,2979.0715,673,16.84,25,26.91
3142,AMD Athlon 64 X2 Dual Core 4200+,8198.9715,672,6.12,89,7.56
3143,Intel Pentium E2180 @ 2.00GHz,1454.115,671,34.42,65,10.33
3144,Intel Celeron E1400 @ 2.00GHz,1043.98,671,47.91,65,10.32
3147,Intel Core2 Duo T5750 @ 2.00GHz,744.9543,667,66.76,35,19.06
3149,AMD Turion X2 Dual-Core Mobile RM-72,16723.0682,666,2.97,35,19.03
3151,AMD E2-3000M APU,3205.0186,665,15.48,35,19.01
3154,Intel Celeron N3060 @ 1.60GHz,21028.74,664,2.36,6,110.69
3155,AMD Athlon II X2 260u,6222.1208,663,7.94,25,26.5
3158,AMD Turion Dual-Core RM-75,1602.5093,659,30.65,35,18.82
3164,Intel Celeron E1500 @ 2.20GHz,1465.3005,649,33.02,65,9.98
3165,Intel Celeron B800 @ 1.50GHz,1863.5043,649,25.98,35,18.55
3166,AMD Turion Dual-Core RM-72,2236.3543,649,21.63,35,18.53
3170,Intel Pentium T3400 @ 2.16GHz,5961.8715,645,8.06,35,18.42
3171,Intel Pentium T3200 @ 2.00GHz,894.84,644,53.69,35,18.41
3172,Intel Core2 Duo T7100 @ 1.80GHz,1117.8043,643,42.89,35,18.37
3177,AMD A4-3320M APU,2908.23,640,16.42,35,18.29
3179,Intel Pentium E2160 @ 1.80GHz,6636.73,636,7.14,65,9.78
3180,Intel Pentium 2129Y @ 1.10GHz,9992.38,635,4.74,10,63.52
3184,Intel Core2 Duo E4400 @ 2.00GHz,3169.225,632,14.88,65,9.73
3186,AMD Turion 64 X2 Mobile TL-66,6636.73,627,7.04,35,17.9
3187,Celeron Dual-Core T3300 @ 2.00GHz,1116.3129,627,41.91,35,17.93
3194,AMD Turion X2 Dual-Core Mobile RM-74,1114.8215,623,41.71,35,17.81
3195,Intel Pentium 957 @ 1.20GHz,9992.38,622,4.64,17,36.59
3197,Intel Atom Z3745 @ 1.33GHz,2237.1,621,20.72,4,155.37
3207,AMD Athlon 64 X2 QL-65,1640.54,609,27.69,35,17.41
3209,AMD Athlon II X2 250u,1860.5215,604,24.22,25,24.17
3213,Intel Xeon 5110 @ 1.60GHz,2609.95,600,17.14,65,9.23
3218,Intel Core2 Duo E6320 @ 1.86GHz,2982.0543,597,14.92,65,9.18
3219,AMD Athlon 64 X2 Dual Core 3600+,5089.4025,596,8.73,65,9.17
3220,Intel Atom S1260 @ 2.00GHz,4772.48,596,9.31,8.5,70.08
3224,AMD Opteron 1212,21625.3,593,2.04,103,5.75
3225,Intel Celeron N3050 @ 1.60GHz,12676.9,592,3.48,6,98.69
3226,Intel Core2 Duo E6300 @ 1.86GHz,9515.8777,592,4.64,65,9.11
3228,AMD Turion 64 X2 Mobile TL-60,1189.3915,591,37.07,31,19.07
3250,AMD Athlon X2 Dual Core BE-2300,4474.2,570,9.5,45,12.67
3257,AMD Sempron Dual Core 2200,2979.0715,563,14.09,65,8.66
3258,Intel Celeron 867 @ 1.30GHz,4153.549,562,10.08,17,33.03
3259,AMD Sempron 2650 APU,6336.2129,561,6.6,25,22.42
3260,Intel Core2 Duo E4300 @ 1.80GHz,3169.225,561,13.21,65,8.64
3261,AMD Turion Dual-Core RM-70,1864.25,561,22.46,31,18.11
3265,Intel Atom Z3735E @ 1.33GHz,8724.69,557,4.76,4.4,126.59
3266,AMD Sempron Dual Core 2300,3131.1943,555,13.22,65,8.54
3268,Intel Pentium E2140 @ 1.60GHz,5961.8715,549,6.87,65,8.45
3275,Intel Atom Z3735F @ 1.33GHz,37285,544,1.09,4.4,123.73
3279,Intel Celeron N2830 @ 2.16GHz,11184.7543,542,3.62,7.5,72.33
3283,Intel Pentium T2330 @ 1.60GHz,11181.7715,536,3.57,35,15.31
3286,AMD Sempron Dual Core 2100,2832.9143,533,14.04,65,8.21
3288,Intel Atom C2350 @ 1.74GHz,3206.51,532,12.38,6,88.7
3290,AMD Opteron 165,41013.5,531,0.97,110,4.83
3297,AMD Athlon 64 X2 Dual-Core TK-55,5424.2218,525,7.21,35,14.99
3299,AMD Turion X2 Ultra Dual-Core Mobile ZM-80,3724.7715,521,10.44,32,16.29
3301,Celeron Dual-Core T3100 @ 1.90GHz,2386.24,519,16.22,35,14.83
3302,Intel Celeron T1600 @ 1.66GHz,1490.6543,519,25.99,35,14.84
3312,AMD Sempron 145,2683.7743,505,14.04,45,11.23
3314,AMD Sempron 130,2237.1,501,16.69,45,11.13
3317,Intel Pentium T2370 @ 1.73GHz,2609.95,500,14.27,35,14.27
3318,AMD Sempron 150,1114.8215,498,33.32,45,11.07
3321,AMD Turion X2 Dual Core Mobile RM-70,9884.9992,497,3.75,31,16.02
3325,Intel Celeron G460 @ 1.80GHz,4101.35,494,8.99,35,14.13
3328,Intel Celeron E1200 @ 1.60GHz,7453.2715,492,4.93,65,7.58
3337,Intel Core2 Duo T5250 @ 1.50GHz,6707.5715,483,5.37,35,13.81
3338,Intel Celeron G465 @ 1.90GHz,2982.8,480,12,35,13.71
3350,AMD Sempron 140,891.1115,471,39.42,45,10.47
3352,Intel Celeron 847 @ 1.10GHz,23489.55,470,1.49,17,27.62
3354,Intel Celeron N2820 @ 2.13GHz,16778.25,469,2.09,7.5,62.58
3355,Intel Pentium Extreme Edition 955 @ 3.46GHz,2328.8211,469,15.02,130,3.61
3366,AMD Turion 64 X2 Mobile TL-56,4876.878,453,6.93,31,14.62
3375,Intel Celeron 450 @ 2.20GHz,2907.4843,445,11.41,35,12.71
3381,AMD Turion 64 X2 Mobile TL-50,1416.0843,436,22.97,31,14.07
3388,AMD Athlon LE-1640,6707.5715,430,4.78,45,9.55
3392,Intel Celeron G440 @ 1.60GHz,7457,426,4.26,35,12.17
3398,AMD Athlon LE-1620,1342.26,421,23.4,45,9.36
3399,Intel Celeron N2810 @ 2.00GHz,10439.0543,420,3,7.5,55.98
3404,AMD Athlon LE-1600,1565.97,412,19.63,45,9.16
3405,AMD Athlon 1640B,3728.5,412,8.23,45,9.14
3406,Intel Celeron 900 @ 2.20GHz,1416.0843,409,21.52,34.8,11.74
3408,Intel Core Duo T2500 @ 2.00GHz,8947.6543,408,3.4,31,13.15
3413,AMD Athlon 64 FX-55,4847.05,404,6.22,104,3.89
3415,Intel Atom D510 @ 1.66GHz,7245.2212,404,4.16,13,31.11
3417,Intel Xeon 3.60GHz,63459.07,403,0.47,110,3.67
3420,AMD Sempron LE-1300,2013.39,400,14.81,45,8.89
3427,AMD Athlon 64 3500+,5961.8715,396,4.95,45,8.8
3430,AMD Athlon 64 3700+,6707.5715,394,4.38,89,4.42
3431,AMD Opteron 150,26318.7358,393,1.11,85.3,4.6
3433,Intel Xeon 3.80GHz,63459.07,393,0.46,110,3.57
3439,AMD Athlon II Neo K325 Dual-Core,1938.0743,387,14.89,12,32.25
3440,Intel Atom E3825 @ 1.33GHz,5243.7624,385,5.47,6,64.14
3449,AMD V140,2979.0715,379,9.48,25,15.16
3450,AMD Athlon 64 3400+,7453.2715,375,3.75,89,4.21
3459,Intel Celeron 440 @ 2.00GHz,3727.7543,368,7.37,35,10.52
3460,Intel Celeron 560 @ 2.13GHz,5216.1715,365,5.21,31,11.76
3462,AMD Sempron 3600+,1118.55,364,24.24,62,5.86
3465,AMD Sempron 3800+,1117.8043,360,24.03,62,5.81
3468,AMD Athlon II 160u,2236.3543,358,11.93,20,17.89
3469,AMD Athlon II 170u,1789.68,357,14.86,20,17.83
3476,AMD Sempron LE-1200,1114.8215,349,23.32,45,7.75
3477,Intel Core Duo T2400 @ 1.83GHz,1193.12,349,21.81,31,11.26
3479,Intel Pentium T2080 @ 1.73GHz,11927.4715,348,2.18,31,11.23
3482,AMD Opteron 146,2609.95,346,9.88,67,5.16
3490,AMD Athlon 64 4000+,7453.2715,340,3.4,62,5.49
3491,AMD Athlon 64 3200+,11181.7715,340,2.27,62,5.48
3497,Intel Atom N570 @ 1.66GHz,6413.02,335,3.89,8.5,39.4
3501,AMD Turion 64 Mobile ML-37,1938.0743,334,12.86,35,9.55
3520,AMD Opteron 144,2233.3715,316,10.55,67,4.72
3523,AMD Sempron 3300+,1491.4,315,15.74,62,5.08
3524,AMD Sempron LE-1100,2606.2215,315,9.02,45,7.01
3538,AMD Athlon 64 3000+,1491.4,303,15.13,89,3.4
3541,AMD Sempron LE-1250,7456.2543,301,3.01,45,6.68
3542,Intel Celeron 550 @ 2.00GHz,4097.6215,301,5.47,31,9.7
3545,AMD Sempron 3100+,4847.05,298,4.58,62,4.8
3548,AMD Athlon 64 2800+,7456.2543,295,2.95,89,3.32
3554,Intel Celeron 430 @ 1.80GHz,3727.7543,293,5.86,35,8.37
3556,AMD Athlon 64 3800+,9769.4157,292,2.23,45,6.5
3557,AMD Sempron 3400+,6463.7276,292,3.37,62,4.71
3561,AMD Athlon 2800+,8198.9715,291,2.65,89,3.27
3566,AMD Sempron 3200+,9297.3876,288,2.31,62,4.65
3567,AMD Sempron SI-40,894.84,288,24.02,25,11.53
3571,Intel Celeron 540 @ 1.86GHz,1562.2415,283,13.5,30,9.43
3586,AMD Athlon 2650e,1416.83,274,14.43,15,18.28
3593,AMD Sempron 3000+,2606.2215,268,7.66,62,4.32
3595,Intel Celeron 530 @ 1.73GHz,969.41,268,20.62,27,9.93
3600,Intel Atom N550 @ 1.50GHz,6413.02,265,3.08,8.5,31.16
3605,AMD Athlon XP 3000+,5943.229,262,3.29,62,4.22
3606,AMD Sempron SI-42,2236.3543,261,8.7,25,10.44
3620,AMD Sempron LE-1150,1114.0758,251,16.82,45,5.59
3629,AMD Sempron 2800+,2233.3715,243,8.11,62,3.92
3646,Intel Celeron 420 @ 1.60GHz,3724.7715,235,4.71,35,6.72
3652,AMD Sempron 3500+,1863.5043,232,9.28,62,3.74
3664,Intel Atom D425 @ 1.80GHz,74046.5186,222,0.22,10,22.2
3696,AMD Athlon XP 1800+,3799.3415,195,3.83,66,2.96
3697,AMD Athlon XP 2000+,4398.8843,195,3.31,70,2.79
3725,Intel Atom D410 @ 1.66GHz,47425.7743,177,0.28,10,17.7
3727,AMD Athlon XP 1700+,3821.7125,176,3.44,64,2.75
3747,Intel Atom E3815 @ 1.46GHz,10066.95,159,1.17,5,31.7
